Date,Nitrogen_Dioxide_AQI_Value,Site Name,Site ID,Source
11/27/2013,13,Taft NCore,39-061-0040,AQS
11/28/2013,25,Taft NCore,39-061-0040,AQS
11/29/2013,26,Taft NCore,39-061-0040,AQS
11/30/2013,24,Taft NCore,39-061-0040,AQS
12/1/2013,26,Taft NCore,39-061-0040,AQS
12/2/2013,33,Taft NCore,39-061-0040,AQS
12/3/2013,29,Taft NCore,39-061-0040,AQS
12/4/2013,20,Taft NCore,39-061-0040,AQS
12/5/2013,21,Taft NCore,39-061-0040,AQS
12/6/2013,18,Taft NCore,39-061-0040,AQS
12/7/2013,25,Taft NCore,39-061-0040,AQS
12/8/2013,18,Taft NCore,39-061-0040,AQS
12/9/2013,17,Taft NCore,39-061-0040,AQS
12/10/2013,26,Taft NCore,39-061-0040,AQS
12/11/2013,30,Taft NCore,39-061-0040,AQS
12/12/2013,31,Taft NCore,39-061-0040,AQS
12/13/2013,33,Taft NCore,39-061-0040,AQS
12/14/2013,30,Taft NCore,39-061-0040,AQS
12/15/2013,10,Taft NCore,39-061-0040,AQS
12/16/2013,23,Taft NCore,39-061-0040,AQS
12/17/2013,21,Taft NCore,39-061-0040,AQS
12/18/2013,21,Taft NCore,39-061-0040,AQS
12/19/2013,21,Taft NCore,39-061-0040,AQS
12/20/2013,14,Taft NCore,39-061-0040,AQS
12/21/2013,11,Taft NCore,39-061-0040,AQS
12/22/2013,17,Taft NCore,39-061-0040,AQS
12/23/2013,8,Taft NCore,39-061-0040,AQS
12/24/2013,23,Taft NCore,39-061-0040,AQS
12/25/2013,19,Taft NCore,39-061-0040,AQS
12/26/2013,34,Taft NCore,39-061-0040,AQS
12/27/2013,27,Taft NCore,39-061-0040,AQS
12/28/2013,20,Taft NCore,39-061-0040,AQS
12/29/2013,19,Taft NCore,39-061-0040,AQS
12/30/2013,13,Taft NCore,39-061-0040,AQS
12/31/2013,22,Taft NCore,39-061-0040,AQS
1/1/2014,33,Cincinnati Near Road,39-061-0048,AQS
1/2/2014,34,Cincinnati Near Road,39-061-0048,AQS
1/3/2014,42,Cincinnati Near Road,39-061-0048,AQS
1/4/2014,51,Cincinnati Near Road,39-061-0048,AQS
1/5/2014,50,Cincinnati Near Road,39-061-0048,AQS
1/6/2014,12,Cincinnati Near Road,39-061-0048,AQS
1/7/2014,25,Cincinnati Near Road,39-061-0048,AQS
1/8/2014,37,Cincinnati Near Road,39-061-0048,AQS
1/9/2014,42,Cincinnati Near Road,39-061-0048,AQS
1/10/2014,48,Cincinnati Near Road,39-061-0048,AQS
1/11/2014,40,Cincinnati Near Road,39-061-0048,AQS
1/12/2014,38,Cincinnati Near Road,39-061-0048,AQS
1/13/2014,44,Cincinnati Near Road,39-061-0048,AQS
1/14/2014,30,Cincinnati Near Road,39-061-0048,AQS
1/15/2014,31,Cincinnati Near Road,39-061-0048,AQS
1/16/2014,30,Cincinnati Near Road,39-061-0048,AQS
1/17/2014,33,Cincinnati Near Road,39-061-0048,AQS
1/18/2014,29,Cincinnati Near Road,39-061-0048,AQS
1/19/2014,36,Cincinnati Near Road,39-061-0048,AQS
1/20/2014,44,Cincinnati Near Road,39-061-0048,AQS
1/21/2014,43,Cincinnati Near Road,39-061-0048,AQS
1/22/2014,54,Cincinnati Near Road,39-061-0048,AQS
1/23/2014,26,Cincinnati Near Road,39-061-0048,AQS
1/24/2014,24,Taft NCore,39-061-0040,AQS
1/25/2014,13,Cincinnati Near Road,39-061-0048,AQS
1/26/2014,62,Cincinnati Near Road,39-061-0048,AQS
1/27/2014,25,Cincinnati Near Road,39-061-0048,AQS
1/28/2014,46,Cincinnati Near Road,39-061-0048,AQS
1/29/2014,66,Cincinnati Near Road,39-061-0048,AQS
1/30/2014,46,Cincinnati Near Road,39-061-0048,AQS
1/31/2014,46,Cincinnati Near Road,39-061-0048,AQS
2/1/2014,45,Cincinnati Near Road,39-061-0048,AQS
2/2/2014,31,Cincinnati Near Road,39-061-0048,AQS
2/3/2014,44,Cincinnati Near Road,39-061-0048,AQS
2/4/2014,44,Cincinnati Near Road,39-061-0048,AQS
2/5/2014,33,Cincinnati Near Road,39-061-0048,AQS
2/6/2014,39,Cincinnati Near Road,39-061-0048,AQS
2/7/2014,45,Cincinnati Near Road,39-061-0048,AQS
2/8/2014,42,Cincinnati Near Road,39-061-0048,AQS
2/9/2014,38,Cincinnati Near Road,39-061-0048,AQS
2/10/2014,53,Cincinnati Near Road,39-061-0048,AQS
2/11/2014,44,Cincinnati Near Road,39-061-0048,AQS
2/12/2014,60,Cincinnati Near Road,39-061-0048,AQS
2/13/2014,56,Cincinnati Near Road,39-061-0048,AQS
2/14/2014,53,Cincinnati Near Road,39-061-0048,AQS
2/15/2014,35,Cincinnati Near Road,39-061-0048,AQS
2/16/2014,32,Cincinnati Near Road,39-061-0048,AQS
2/17/2014,43,Cincinnati Near Road,39-061-0048,AQS
2/18/2014,66,Cincinnati Near Road,39-061-0048,AQS
2/19/2014,51,Cincinnati Near Road,39-061-0048,AQS
2/20/2014,56,Cincinnati Near Road,39-061-0048,AQS
2/21/2014,47,Cincinnati Near Road,39-061-0048,AQS
2/22/2014,42,Cincinnati Near Road,39-061-0048,AQS
2/23/2014,28,Cincinnati Near Road,39-061-0048,AQS
2/24/2014,31,Cincinnati Near Road,39-061-0048,AQS
2/25/2014,30,Cincinnati Near Road,39-061-0048,AQS
2/26/2014,26,Cincinnati Near Road,39-061-0048,AQS
2/27/2014,37,Cincinnati Near Road,39-061-0048,AQS
2/28/2014,42,Cincinnati Near Road,39-061-0048,AQS
3/1/2014,46,Cincinnati Near Road,39-061-0048,AQS
3/2/2014,24,Cincinnati Near Road,39-061-0048,AQS
3/3/2014,43,Cincinnati Near Road,39-061-0048,AQS
3/4/2014,50,Cincinnati Near Road,39-061-0048,AQS
3/5/2014,53,Cincinnati Near Road,39-061-0048,AQS
3/6/2014,45,Cincinnati Near Road,39-061-0048,AQS
3/7/2014,56,Cincinnati Near Road,39-061-0048,AQS
3/8/2014,49,Cincinnati Near Road,39-061-0048,AQS
3/9/2014,47,Cincinnati Near Road,39-061-0048,AQS
3/10/2014,49,Cincinnati Near Road,39-061-0048,AQS
3/11/2014,65,Cincinnati Near Road,39-061-0048,AQS
3/12/2014,42,Cincinnati Near Road,39-061-0048,AQS
3/13/2014,30,Cincinnati Near Road,39-061-0048,AQS
3/14/2014,41,Cincinnati Near Road,39-061-0048,AQS
3/15/2014,34,Cincinnati Near Road,39-061-0048,AQS
3/16/2014,16,Cincinnati Near Road,39-061-0048,AQS
3/17/2014,34,Cincinnati Near Road,39-061-0048,AQS
3/18/2014,49,Cincinnati Near Road,39-061-0048,AQS
3/19/2014,31,Cincinnati Near Road,39-061-0048,AQS
3/20/2014,42,Cincinnati Near Road,39-061-0048,AQS
3/21/2014,50,Cincinnati Near Road,39-061-0048,AQS
3/22/2014,20,Cincinnati Near Road,39-061-0048,AQS
3/23/2014,25,Cincinnati Near Road,39-061-0048,AQS
3/24/2014,39,Cincinnati Near Road,39-061-0048,AQS
3/25/2014,43,Cincinnati Near Road,39-061-0048,AQS
3/26/2014,46,Cincinnati Near Road,39-061-0048,AQS
3/27/2014,26,Cincinnati Near Road,39-061-0048,AQS
3/28/2014,30,Cincinnati Near Road,39-061-0048,AQS
3/29/2014,21,Cincinnati Near Road,39-061-0048,AQS
3/30/2014,41,Cincinnati Near Road,39-061-0048,AQS
3/31/2014,53,Cincinnati Near Road,39-061-0048,AQS
4/1/2014,51,Cincinnati Near Road,39-061-0048,AQS
4/2/2014,44,Cincinnati Near Road,39-061-0048,AQS
4/3/2014,36,Cincinnati Near Road,39-061-0048,AQS
4/4/2014,30,Cincinnati Near Road,39-061-0048,AQS
4/5/2014,37,Cincinnati Near Road,39-061-0048,AQS
4/6/2014,39,Cincinnati Near Road,39-061-0048,AQS
4/7/2014,42,Cincinnati Near Road,39-061-0048,AQS
4/8/2014,34,Cincinnati Near Road,39-061-0048,AQS
4/9/2014,37,Taft NCore,39-061-0040,AQS
4/10/2014,26,Taft NCore,39-061-0040,AQS
4/11/2014,54,Cincinnati Near Road,39-061-0048,AQS
4/12/2014,45,Cincinnati Near Road,39-061-0048,AQS
4/13/2014,43,Cincinnati Near Road,39-061-0048,AQS
4/14/2014,22,Cincinnati Near Road,39-061-0048,AQS
4/15/2014,44,Cincinnati Near Road,39-061-0048,AQS
4/16/2014,43,Cincinnati Near Road,39-061-0048,AQS
4/17/2014,53,Cincinnati Near Road,39-061-0048,AQS
4/18/2014,55,Cincinnati Near Road,39-061-0048,AQS
4/19/2014,44,Cincinnati Near Road,39-061-0048,AQS
4/20/2014,45,Cincinnati Near Road,39-061-0048,AQS
4/21/2014,41,Cincinnati Near Road,39-061-0048,AQS
4/22/2014,32,Cincinnati Near Road,39-061-0048,AQS
4/23/2014,45,Cincinnati Near Road,39-061-0048,AQS
4/24/2014,19,Taft NCore,39-061-0040,AQS
4/25/2014,55,Cincinnati Near Road,39-061-0048,AQS
4/26/2014,38,Cincinnati Near Road,39-061-0048,AQS
4/27/2014,31,Cincinnati Near Road,39-061-0048,AQS
4/28/2014,43,Cincinnati Near Road,39-061-0048,AQS
4/29/2014,38,Cincinnati Near Road,39-061-0048,AQS
4/30/2014,13,Taft NCore,39-061-0040,AQS
5/1/2014,22,Cincinnati Near Road,39-061-0048,AQS
5/2/2014,21,Cincinnati Near Road,39-061-0048,AQS
5/3/2014,42,Cincinnati Near Road,39-061-0048,AQS
5/4/2014,45,Cincinnati Near Road,39-061-0048,AQS
5/5/2014,48,Cincinnati Near Road,39-061-0048,AQS
5/6/2014,47,Cincinnati Near Road,39-061-0048,AQS
5/7/2014,30,Taft NCore,39-061-0040,AQS
5/8/2014,50,Cincinnati Near Road,39-061-0048,AQS
5/9/2014,42,Cincinnati Near Road,39-061-0048,AQS
5/10/2014,26,Cincinnati Near Road,39-061-0048,AQS
5/11/2014,28,Cincinnati Near Road,39-061-0048,AQS
5/12/2014,31,Cincinnati Near Road,39-061-0048,AQS
5/13/2014,32,Cincinnati Near Road,39-061-0048,AQS
5/14/2014,36,Cincinnati Near Road,39-061-0048,AQS
5/15/2014,32,Cincinnati Near Road,39-061-0048,AQS
5/16/2014,40,Cincinnati Near Road,39-061-0048,AQS
5/17/2014,34,Cincinnati Near Road,39-061-0048,AQS
5/18/2014,39,Cincinnati Near Road,39-061-0048,AQS
5/19/2014,44,Cincinnati Near Road,39-061-0048,AQS
5/20/2014,46,Cincinnati Near Road,39-061-0048,AQS
5/21/2014,40,Cincinnati Near Road,39-061-0048,AQS
5/22/2014,39,Cincinnati Near Road,39-061-0048,AQS
5/23/2014,42,Cincinnati Near Road,39-061-0048,AQS
5/24/2014,38,Cincinnati Near Road,39-061-0048,AQS
5/25/2014,41,Cincinnati Near Road,39-061-0048,AQS
5/26/2014,33,Cincinnati Near Road,39-061-0048,AQS
5/27/2014,35,Cincinnati Near Road,39-061-0048,AQS
5/28/2014,38,Cincinnati Near Road,39-061-0048,AQS
5/29/2014,39,Cincinnati Near Road,39-061-0048,AQS
5/30/2014,42,Cincinnati Near Road,39-061-0048,AQS
5/31/2014,39,Cincinnati Near Road,39-061-0048,AQS
6/1/2014,32,Cincinnati Near Road,39-061-0048,AQS
6/2/2014,26,Cincinnati Near Road,39-061-0048,AQS
6/3/2014,30,Cincinnati Near Road,39-061-0048,AQS
6/4/2014,42,Cincinnati Near Road,39-061-0048,AQS
6/5/2014,42,Cincinnati Near Road,39-061-0048,AQS
6/6/2014,46,Cincinnati Near Road,39-061-0048,AQS
6/7/2014,42,Cincinnati Near Road,39-061-0048,AQS
6/8/2014,37,Cincinnati Near Road,39-061-0048,AQS
6/9/2014,49,Cincinnati Near Road,39-061-0048,AQS
6/10/2014,41,Cincinnati Near Road,39-061-0048,AQS
6/11/2014,34,Cincinnati Near Road,39-061-0048,AQS
6/12/2014,29,Cincinnati Near Road,39-061-0048,AQS
6/13/2014,43,Cincinnati Near Road,39-061-0048,AQS
6/14/2014,34,Cincinnati Near Road,39-061-0048,AQS
6/15/2014,28,Cincinnati Near Road,39-061-0048,AQS
6/16/2014,39,Cincinnati Near Road,39-061-0048,AQS
6/17/2014,38,Cincinnati Near Road,39-061-0048,AQS
6/18/2014,31,Cincinnati Near Road,39-061-0048,AQS
6/19/2014,19,Taft NCore,39-061-0040,AQS
6/20/2014,26,Cincinnati Near Road,39-061-0048,AQS
6/21/2014,34,Cincinnati Near Road,39-061-0048,AQS
6/22/2014,41,Cincinnati Near Road,39-061-0048,AQS
6/23/2014,39,Cincinnati Near Road,39-061-0048,AQS
6/24/2014,27,Cincinnati Near Road,39-061-0048,AQS
6/25/2014,41,Cincinnati Near Road,39-061-0048,AQS
6/26/2014,49,Cincinnati Near Road,39-061-0048,AQS
6/27/2014,45,Cincinnati Near Road,39-061-0048,AQS
6/28/2014,28,Cincinnati Near Road,39-061-0048,AQS
6/29/2014,13,Cincinnati Near Road,39-061-0048,AQS
6/30/2014,22,Cincinnati Near Road,39-061-0048,AQS
7/1/2014,38,Cincinnati Near Road,39-061-0048,AQS
7/2/2014,29,Cincinnati Near Road,39-061-0048,AQS
7/3/2014,39,Cincinnati Near Road,39-061-0048,AQS
7/4/2014,31,Cincinnati Near Road,39-061-0048,AQS
7/5/2014,39,Cincinnati Near Road,39-061-0048,AQS
7/6/2014,30,Cincinnati Near Road,39-061-0048,AQS
7/7/2014,21,Cincinnati Near Road,39-061-0048,AQS
7/8/2014,24,Cincinnati Near Road,39-061-0048,AQS
7/9/2014,36,Cincinnati Near Road,39-061-0048,AQS
7/10/2014,40,Cincinnati Near Road,39-061-0048,AQS
7/11/2014,49,Cincinnati Near Road,39-061-0048,AQS
7/12/2014,42,Taft NCore,39-061-0040,AQS
7/13/2014,28,Cincinnati Near Road,39-061-0048,AQS
7/14/2014,26,Cincinnati Near Road,39-061-0048,AQS
7/15/2014,29,Cincinnati Near Road,39-061-0048,AQS
7/16/2014,32,Cincinnati Near Road,39-061-0048,AQS
7/17/2014,39,Cincinnati Near Road,39-061-0048,AQS
7/18/2014,41,Cincinnati Near Road,39-061-0048,AQS
7/19/2014,33,Cincinnati Near Road,39-061-0048,AQS
7/20/2014,30,Cincinnati Near Road,39-061-0048,AQS
7/21/2014,43,Cincinnati Near Road,39-061-0048,AQS
7/22/2014,40,Cincinnati Near Road,39-061-0048,AQS
7/23/2014,37,Cincinnati Near Road,39-061-0048,AQS
7/24/2014,38,Cincinnati Near Road,39-061-0048,AQS
7/25/2014,40,Cincinnati Near Road,39-061-0048,AQS
7/26/2014,35,Cincinnati Near Road,39-061-0048,AQS
7/27/2014,19,Cincinnati Near Road,39-061-0048,AQS
7/28/2014,25,Cincinnati Near Road,39-061-0048,AQS
7/29/2014,32,Cincinnati Near Road,39-061-0048,AQS
7/30/2014,28,Cincinnati Near Road,39-061-0048,AQS
7/31/2014,45,Cincinnati Near Road,39-061-0048,AQS
8/1/2014,51,Cincinnati Near Road,39-061-0048,AQS
8/2/2014,44,Cincinnati Near Road,39-061-0048,AQS
8/3/2014,40,Cincinnati Near Road,39-061-0048,AQS
8/4/2014,50,Cincinnati Near Road,39-061-0048,AQS
8/5/2014,52,Cincinnati Near Road,39-061-0048,AQS
8/6/2014,50,Cincinnati Near Road,39-061-0048,AQS
8/7/2014,36,Cincinnati Near Road,39-061-0048,AQS
8/8/2014,38,Cincinnati Near Road,39-061-0048,AQS
8/9/2014,32,Cincinnati Near Road,39-061-0048,AQS
8/10/2014,23,Cincinnati Near Road,39-061-0048,AQS
8/11/2014,30,Cincinnati Near Road,39-061-0048,AQS
8/12/2014,22,Cincinnati Near Road,39-061-0048,AQS
8/13/2014,34,Cincinnati Near Road,39-061-0048,AQS
8/14/2014,41,Cincinnati Near Road,39-061-0048,AQS
8/15/2014,42,Cincinnati Near Road,39-061-0048,AQS
8/16/2014,36,Taft NCore,39-061-0040,AQS
8/17/2014,24,Cincinnati Near Road,39-061-0048,AQS
8/18/2014,44,Cincinnati Near Road,39-061-0048,AQS
8/19/2014,31,Cincinnati Near Road,39-061-0048,AQS
8/20/2014,38,Cincinnati Near Road,39-061-0048,AQS
8/21/2014,31,Cincinnati Near Road,39-061-0048,AQS
8/22/2014,36,Cincinnati Near Road,39-061-0048,AQS
8/23/2014,27,Cincinnati Near Road,39-061-0048,AQS
8/24/2014,30,Cincinnati Near Road,39-061-0048,AQS
8/25/2014,45,Cincinnati Near Road,39-061-0048,AQS
8/26/2014,54,Cincinnati Near Road,39-061-0048,AQS
8/27/2014,46,Cincinnati Near Road,39-061-0048,AQS
8/28/2014,39,Cincinnati Near Road,39-061-0048,AQS
8/29/2014,33,Cincinnati Near Road,39-061-0048,AQS
8/30/2014,22,Cincinnati Near Road,39-061-0048,AQS
8/31/2014,21,Cincinnati Near Road,39-061-0048,AQS
9/1/2014,14,Cincinnati Near Road,39-061-0048,AQS
9/2/2014,30,Cincinnati Near Road,39-061-0048,AQS
9/3/2014,38,Cincinnati Near Road,39-061-0048,AQS
9/4/2014,39,Cincinnati Near Road,39-061-0048,AQS
9/5/2014,32,Cincinnati Near Road,39-061-0048,AQS
9/6/2014,22,Cincinnati Near Road,39-061-0048,AQS
9/7/2014,35,Cincinnati Near Road,39-061-0048,AQS
9/8/2014,49,Cincinnati Near Road,39-061-0048,AQS
9/9/2014,56,Cincinnati Near Road,39-061-0048,AQS
9/10/2014,36,Cincinnati Near Road,39-061-0048,AQS
9/11/2014,25,Cincinnati Near Road,39-061-0048,AQS
9/12/2014,27,Cincinnati Near Road,39-061-0048,AQS
9/13/2014,25,Cincinnati Near Road,39-061-0048,AQS
9/14/2014,40,Cincinnati Near Road,39-061-0048,AQS
9/15/2014,37,Cincinnati Near Road,39-061-0048,AQS
9/16/2014,39,Cincinnati Near Road,39-061-0048,AQS
9/17/2014,40,Cincinnati Near Road,39-061-0048,AQS
9/18/2014,57,Cincinnati Near Road,39-061-0048,AQS
9/19/2014,44,Cincinnati Near Road,39-061-0048,AQS
9/20/2014,32,Cincinnati Near Road,39-061-0048,AQS
9/21/2014,19,Cincinnati Near Road,39-061-0048,AQS
9/22/2014,34,Cincinnati Near Road,39-061-0048,AQS
9/23/2014,40,Cincinnati Near Road,39-061-0048,AQS
9/24/2014,47,Cincinnati Near Road,39-061-0048,AQS
9/25/2014,44,Cincinnati Near Road,39-061-0048,AQS
9/26/2014,51,Cincinnati Near Road,39-061-0048,AQS
9/27/2014,39,Cincinnati Near Road,39-061-0048,AQS
9/28/2014,39,Cincinnati Near Road,39-061-0048,AQS
9/29/2014,47,Cincinnati Near Road,39-061-0048,AQS
9/30/2014,48,Cincinnati Near Road,39-061-0048,AQS
10/1/2014,41,Cincinnati Near Road,39-061-0048,AQS
10/2/2014,38,Cincinnati Near Road,39-061-0048,AQS
10/3/2014,21,Cincinnati Near Road,39-061-0048,AQS
10/4/2014,12,Cincinnati Near Road,39-061-0048,AQS
10/5/2014,29,Cincinnati Near Road,39-061-0048,AQS
10/6/2014,34,Cincinnati Near Road,39-061-0048,AQS
10/7/2014,39,Cincinnati Near Road,39-061-0048,AQS
10/8/2014,30,Cincinnati Near Road,39-061-0048,AQS
10/9/2014,42,Cincinnati Near Road,39-061-0048,AQS
10/10/2014,32,Cincinnati Near Road,39-061-0048,AQS
10/11/2014,28,Cincinnati Near Road,39-061-0048,AQS
10/12/2014,24,Cincinnati Near Road,39-061-0048,AQS
10/13/2014,24,Cincinnati Near Road,39-061-0048,AQS
10/14/2014,25,Cincinnati Near Road,39-061-0048,AQS
10/15/2014,22,Cincinnati Near Road,39-061-0048,AQS
10/16/2014,23,Cincinnati Near Road,39-061-0048,AQS
10/17/2014,24,Cincinnati Near Road,39-061-0048,AQS
10/18/2014,17,Cincinnati Near Road,39-061-0048,AQS
10/19/2014,27,Cincinnati Near Road,39-061-0048,AQS
10/20/2014,32,Cincinnati Near Road,39-061-0048,AQS
10/21/2014,29,Cincinnati Near Road,39-061-0048,AQS
10/22/2014,28,Cincinnati Near Road,39-061-0048,AQS
10/23/2014,41,Cincinnati Near Road,39-061-0048,AQS
10/24/2014,40,Taft NCore,39-061-0040,AQS
10/25/2014,32,Cincinnati Near Road,39-061-0048,AQS
10/26/2014,39,Cincinnati Near Road,39-061-0048,AQS
10/27/2014,38,Cincinnati Near Road,39-061-0048,AQS
10/28/2014,28,Cincinnati Near Road,39-061-0048,AQS
10/29/2014,33,Cincinnati Near Road,39-061-0048,AQS
10/30/2014,30,Cincinnati Near Road,39-061-0048,AQS
10/31/2014,25,Taft NCore,39-061-0040,AQS
11/1/2014,30,Cincinnati Near Road,39-061-0048,AQS
11/2/2014,38,Taft NCore,39-061-0040,AQS
11/3/2014,49,Cincinnati Near Road,39-061-0048,AQS
11/4/2014,33,Cincinnati Near Road,39-061-0048,AQS
11/5/2014,31,Cincinnati Near Road,39-061-0048,AQS
11/6/2014,25,Cincinnati Near Road,39-061-0048,AQS
11/7/2014,32,Cincinnati Near Road,39-061-0048,AQS
11/8/2014,22,Cincinnati Near Road,39-061-0048,AQS
11/9/2014,36,Cincinnati Near Road,39-061-0048,AQS
11/10/2014,37,Cincinnati Near Road,39-061-0048,AQS
11/11/2014,37,Cincinnati Near Road,39-061-0048,AQS
11/12/2014,27,Cincinnati Near Road,39-061-0048,AQS
11/13/2014,20,Cincinnati Near Road,39-061-0048,AQS
11/14/2014,31,Cincinnati Near Road,39-061-0048,AQS
11/15/2014,40,Cincinnati Near Road,39-061-0048,AQS
11/16/2014,29,Cincinnati Near Road,39-061-0048,AQS
11/17/2014,28,Cincinnati Near Road,39-061-0048,AQS
11/18/2014,13,Taft NCore,39-061-0040,AQS
11/19/2014,18,Taft NCore,39-061-0040,AQS
11/20/2014,26,Cincinnati Near Road,39-061-0048,AQS
11/21/2014,49,Cincinnati Near Road,39-061-0048,AQS
11/22/2014,49,Cincinnati Near Road,39-061-0048,AQS
11/23/2014,47,Cincinnati Near Road,39-061-0048,AQS
11/24/2014,16,Cincinnati Near Road,39-061-0048,AQS
11/25/2014,24,Cincinnati Near Road,39-061-0048,AQS
11/26/2014,28,Cincinnati Near Road,39-061-0048,AQS
11/27/2014,19,Cincinnati Near Road,39-061-0048,AQS
11/28/2014,21,Cincinnati Near Road,39-061-0048,AQS
11/29/2014,20,Cincinnati Near Road,39-061-0048,AQS
11/30/2014,17,Cincinnati Near Road,39-061-0048,AQS
12/1/2014,35,Cincinnati Near Road,39-061-0048,AQS
12/2/2014,33,Cincinnati Near Road,39-061-0048,AQS
12/3/2014,34,Cincinnati Near Road,39-061-0048,AQS
12/4/2014,34,Cincinnati Near Road,39-061-0048,AQS
12/5/2014,36,Cincinnati Near Road,39-061-0048,AQS
12/6/2014,23,Cincinnati Near Road,39-061-0048,AQS
12/7/2014,26,Cincinnati Near Road,39-061-0048,AQS
12/8/2014,31,Cincinnati Near Road,39-061-0048,AQS
12/9/2014,23,Cincinnati Near Road,39-061-0048,AQS
12/10/2014,30,Cincinnati Near Road,39-061-0048,AQS
12/11/2014,29,Cincinnati Near Road,39-061-0048,AQS
12/12/2014,25,Cincinnati Near Road,39-061-0048,AQS
12/13/2014,25,Cincinnati Near Road,39-061-0048,AQS
12/14/2014,29,Cincinnati Near Road,39-061-0048,AQS
12/15/2014,37,Cincinnati Near Road,39-061-0048,AQS
12/16/2014,36,Cincinnati Near Road,39-061-0048,AQS
12/17/2014,17,Cincinnati Near Road,39-061-0048,AQS
12/18/2014,34,Cincinnati Near Road,39-061-0048,AQS
12/19/2014,32,Cincinnati Near Road,39-061-0048,AQS
12/20/2014,24,Cincinnati Near Road,39-061-0048,AQS
12/21/2014,26,Cincinnati Near Road,39-061-0048,AQS
12/22/2014,36,Cincinnati Near Road,39-061-0048,AQS
12/23/2014,34,Cincinnati Near Road,39-061-0048,AQS
12/24/2014,33,Cincinnati Near Road,39-061-0048,AQS
12/25/2014,31,Cincinnati Near Road,39-061-0048,AQS
12/26/2014,40,Cincinnati Near Road,39-061-0048,AQS
12/27/2014,36,Cincinnati Near Road,39-061-0048,AQS
12/28/2014,18,Cincinnati Near Road,39-061-0048,AQS
12/29/2014,31,Cincinnati Near Road,39-061-0048,AQS
12/30/2014,36,Cincinnati Near Road,39-061-0048,AQS
12/31/2014,17,NORTHERN KENTUCKY UNIVERSITY (NKU),21-037-3002,AQS
1/1/2015,15,Taft NCore,39-061-0040,AQS
1/2/2015,22,Taft NCore,39-061-0040,AQS
1/3/2015,19,Taft NCore,39-061-0040,AQS
1/4/2015,9,Taft NCore,39-061-0040,AQS
1/5/2015,16,Taft NCore,39-061-0040,AQS
1/6/2015,19,NORTHERN KENTUCKY UNIVERSITY (NKU),21-037-3002,AQS
1/7/2015,12,Taft NCore,39-061-0040,AQS
1/8/2015,22,Taft NCore,39-061-0040,AQS
1/9/2015,11,NORTHERN KENTUCKY UNIVERSITY (NKU),21-037-3002,AQS
1/10/2015,21,Taft NCore,39-061-0040,AQS
1/11/2015,28,Taft NCore,39-061-0040,AQS
1/12/2015,28,Taft NCore,39-061-0040,AQS
1/13/2015,17,Taft NCore,39-061-0040,AQS
1/14/2015,38,Cincinnati Near Road,39-061-0048,AQS
1/15/2015,40,Cincinnati Near Road,39-061-0048,AQS
1/16/2015,37,Cincinnati Near Road,39-061-0048,AQS
1/17/2015,38,Cincinnati Near Road,39-061-0048,AQS
1/18/2015,26,Cincinnati Near Road,39-061-0048,AQS
1/19/2015,46,Cincinnati Near Road,39-061-0048,AQS
1/20/2015,45,Cincinnati Near Road,39-061-0048,AQS
1/21/2015,25,Cincinnati Near Road,39-061-0048,AQS
1/22/2015,31,Cincinnati Near Road,39-061-0048,AQS
1/23/2015,31,Cincinnati Near Road,39-061-0048,AQS
1/24/2015,25,Cincinnati Near Road,39-061-0048,AQS
1/25/2015,21,Taft NCore,39-061-0040,AQS
1/26/2015,22,Taft NCore,39-061-0040,AQS
1/27/2015,27,Taft NCore,39-061-0040,AQS
1/28/2015,43,Taft NCore,39-061-0040,AQS
1/29/2015,19,Taft NCore,39-061-0040,AQS
1/30/2015,39,Cincinnati Near Road,39-061-0048,AQS
1/31/2015,40,Cincinnati Near Road,39-061-0048,AQS
2/1/2015,33,Cincinnati Near Road,39-061-0048,AQS
2/2/2015,35,Cincinnati Near Road,39-061-0048,AQS
2/3/2015,39,Cincinnati Near Road,39-061-0048,AQS
2/4/2015,35,Cincinnati Near Road,39-061-0048,AQS
2/5/2015,45,Cincinnati Near Road,39-061-0048,AQS
2/6/2015,48,Cincinnati Near Road,39-061-0048,AQS
2/7/2015,52,Cincinnati Near Road,39-061-0048,AQS
2/8/2015,22,Cincinnati Near Road,39-061-0048,AQS
2/9/2015,29,Cincinnati Near Road,39-061-0048,AQS
2/10/2015,38,Cincinnati Near Road,39-061-0048,AQS
2/11/2015,32,Cincinnati Near Road,39-061-0048,AQS
2/12/2015,24,Cincinnati Near Road,39-061-0048,AQS
2/13/2015,40,Cincinnati Near Road,39-061-0048,AQS
2/14/2015,10,Cincinnati Near Road,39-061-0048,AQS
2/15/2015,25,Cincinnati Near Road,39-061-0048,AQS
2/16/2015,38,Cincinnati Near Road,39-061-0048,AQS
2/17/2015,50,Cincinnati Near Road,39-061-0048,AQS
2/18/2015,41,Cincinnati Near Road,39-061-0048,AQS
2/19/2015,41,Cincinnati Near Road,39-061-0048,AQS
2/20/2015,67,Cincinnati Near Road,39-061-0048,AQS
2/21/2015,57,Cincinnati Near Road,39-061-0048,AQS
2/22/2015,40,Cincinnati Near Road,39-061-0048,AQS
2/23/2015,48,Cincinnati Near Road,39-061-0048,AQS
2/24/2015,84,Cincinnati Near Road,39-061-0048,AQS
2/25/2015,53,Cincinnati Near Road,39-061-0048,AQS
2/26/2015,41,Cincinnati Near Road,39-061-0048,AQS
